cds_code,pdf,json
04615076003271,DNE,DNE
04615076094957,DNE,DNE
04615076120919,DNE,DNE
04615150000000,DNE,DNE
04615150430017,DNE,DNE
04615150430116,DNE,DNE
04615150430140,DNE,E
04615150434803,DNE,E
04615150435602,DNE,E
04615150437566,DNE,E
04615230000000,DNE,DNE
04615230110510,DNE,E
04615230123687,DNE,DNE
04615230147702,DNE,DNE
04615230147710,DNE,DNE
04615230164160,DNE,DNE
04615236003289,DNE,E
04615236003297,DNE,E
04615236089080,DNE,E
04615236115034,DNE,E
04615236115067,DNE,DNE
04615236116693,DNE,DNE
04615310000000,DNE,DNE
04615310110338,E,E
04615310118257,DNE,DNE
04615310121715,DNE,E
04615310129999,DNE,DNE
04615310139329,DNE,E
04615310430025,DNE,DNE
04615310430108,DNE,E
04615310430132,DNE,DNE
04615310432856,DNE,E
04615310437350,DNE,E
04615316003305,DNE,DNE
04615316003313,DNE,E
04615316003321,DNE,E
04615316003339,DNE,E
04615316003347,DNE,DNE
04615316089098,DNE,DNE
04615316105522,DNE,E
04615316112585,DNE,E
04615316112999,E,E
04615316113526,DNE,E
04615316113765,DNE,E
04615316113781,DNE,DNE
04615319010422,DNE,DNE
04615490000000,DNE,DNE
04615490101485,DNE,DNE
04615490102327,DNE,E
04615490141341,DNE,E
04615490147728,DNE,DNE
04615496003354,DNE,E
04615496003362,DNE,E
04615496003370,DNE,E
04615496121016,DNE,E
04733790000000,DNE,DNE
04733796002901,DNE,DNE
04733796002927,E,E
04733796115950,DNE,DNE
04746820000000,DNE,DNE
04746820490011,DNE,DNE
04755070000000,DNE,DNE
04755070430157,DNE,DNE
04755070433946,E,E
04755070433953,E,E
04755076003156,E,E
04755076003164,E,E
04755076003172,E,E
04755076116016,DNE,DNE
05100580000000,DNE,DNE
05100580105999,DNE,DNE
05100580134502,DNE,DNE
05100580142711,DNE,DNE
05100580530048,DNE,E
05100580530105,DNE,DNE
05100580530147,DNE,DNE
05100580530154,DNE,E
05100580530162,DNE,DNE
05100586003487,DNE,DNE
05100586077150,DNE,E
05100589010745,DNE,E
05320036066948,DNE,DNE
05615560000000,DNE,DNE
05615560530014,DNE,E
05615560530071,DNE,DNE
05615560530089,DNE,DNE
05615560530113,DNE,DNE
05615560530121,DNE,DNE
05615560532507,DNE,E
05615640000000,DNE,DNE
05615640147736,DNE,DNE
05615640147744,DNE,DNE
05615640147751,DNE,DNE
05615640147769,DNE,DNE
05615640530022,DNE,E
05615640530030,DNE,DNE
05615640530055,DNE,E
05615640530063,DNE,DNE
05615640530113,DNE,DNE
05615640530139,DNE,DNE
05615640531509,DNE,E
05615640531517,DNE,DNE
05615646003388,DNE,DNE
05615646003404,DNE,E
05615646003420,DNE,DNE
05615646003438,DNE,E
05615646003446,DNE,E
05615646003453,DNE,E
05615646105431,DNE,E
05615646108518,DNE,E
05615720000000,DNE,DNE
05615720141820,E,E
05615726003388,E,E
05615726003461,DNE,E
05615726117006,DNE,DNE
05615800000000,DNE,DNE
05615806003396,DNE,E
05615806003412,DNE,DNE
05615806003479,DNE,DNE
05615806088975,DNE,E
05615806111884,DNE,E
05615806115000,DNE,E
05615806116560,DNE,DNE
05748640000000,DNE,DNE
05748640530097,DNE,DNE
06100660000000,DNE,DNE
06100660136580,DNE,E
06100660138438,DNE,DNE
06100660142729,DNE,DNE
06100660142737,DNE,DNE
06100660142745,DNE,DNE
06100660142752,DNE,DNE
06100660142760,DNE,DNE
06100660142778,DNE,DNE
06100660630020,DNE,DNE
06100660630111,DNE,E
06100660634774,DNE,DNE
06100666069264,DNE,DNE
06615980000000,DNE,DNE
06615980630012,DNE,E
06615980630013,DNE,DNE
06615980630046,DNE,E
06615980630061,DNE,DNE
06615980631259,DNE,E
06615986003495,DNE,E
06615986057152,DNE,E
06616060000000,DNE,DNE
06616060133223,DNE,DNE
06616060630053,DNE,DNE
06616060630095,DNE,DNE
06616060634758,DNE,DNE
06616066003503,DNE,DNE
06616140000000,DNE,DNE
06616140630087,E,E
06616140630095,DNE,DNE
06616140630103,DNE,DNE
06616140635250,E,E
06616146003511,E,E
06616146003529,DNE,DNE
06616146003537,E,E
06616146003545,DNE,DNE
06616146103576,E,E
06616220000000,DNE,DNE
06616220118729,E,E
06616220118737,DNE,DNE
06616220630038,E,E
06616220630079,DNE,DNE
06616220630129,DNE,DNE
06616220637504,E,E
06616226003552,E,E
06616226057160,DNE,DNE
07100740000000,DNE,DNE
07100740107326,DNE,DNE
07100740107334,DNE,DNE
07100740107342,DNE,DNE
07100740114470,DNE,E
07100740118208,DNE,DNE
07100740120444,DNE,DNE
07100740129528,DNE,E
07100740129684,E,E
07100740134114,DNE,DNE
07100740137026,DNE,E
07100740730036,DNE,DNE
07100740730127,DNE,DNE
07100740730135,DNE,DNE
07100740730143,DNE,DNE
07100740730242,DNE,DNE
07100740730556,DNE,DNE
07100740730614,DNE,E
07100740730663,DNE,DNE
07100740731380,DNE,E
07100740731950,DNE,DNE
07100740733477,DNE,DNE
07100740733535,DNE,DNE
07100740735985,DNE,DNE
07100746005276,DNE,DNE
07100746005284,DNE,DNE
07100746005292,DNE,DNE
07100746005300,DNE,DNE
07100746005318,DNE,DNE
07100746005342,DNE,DNE
07100746005359,DNE,DNE
07100746060412,DNE,DNE
07100746068696,DNE,DNE
07100746071013,DNE,DNE
07100746071021,DNE,DNE
07100746077168,DNE,DNE
07100746085096,DNE,DNE
07100746089114,DNE,DNE
07100746093462,DNE,DNE
07100746093470,DNE,DNE
07100746094908,DNE,DNE
07100746097901,DNE,DNE
07100746098727,DNE,DNE
07100746098735,DNE,DNE
07100746100671,DNE,DNE
07100746100978,DNE,DNE
07100746102834,DNE,DNE
07100746102842,DNE,DNE
07100746104418,DNE,DNE
07100746118368,DNE,E
07616300000000,DNE,DNE
07616300107524,DNE,E
07616300730226,DNE,DNE
07616300730283,DNE,E
07616300731125,DNE,E
07616300732404,DNE,DNE
07616300732420,DNE,DNE
07616300733725,DNE,E
07616300734244,DNE,E
07616480000000,DNE,DNE
07616480100461,DNE,E
07616480100479,DNE,E
07616480106583,DNE,E
07616480110494,DNE,E
07616480113761,DNE,E
07616480115063,DNE,E
07616480117218,DNE,E
07616480117283,DNE,DNE
07616480119586,DNE,DNE
07616480137430,DNE,E
07616480141028,DNE,E
07616480730101,DNE,E
07616480730200,DNE,DNE
07616480730259,DNE,E
07616480730465,DNE,E
07616480730481,DNE,DNE
07616480730531,DNE,DNE
07616480730804,DNE,DNE
07616480730861,DNE,E
07616486003578,DNE,E
07616486003586,DNE,DNE
07616486003594,DNE,E
07616486003602,DNE,E
07616486003610,DNE,E
07616486003628,DNE,E
07616486003636,DNE,E
07616486057178,DNE,E
07616486061154,DNE,E
07616486084941,DNE,E
07616486108989,DNE,E
07616486110514,DNE,E
07616486113104,DNE,E
07616486115380,DNE,E
07616486115703,DNE,E
07616486117501,DNE,E
07616550000000,DNE,DNE
07616550102376,DNE,E
07616550108019,DNE,E
07616550110528,DNE,E
07616550127464,DNE,E
07616550142331,DNE,DNE
07616556003644,DNE,E
07616556003651,DNE,E
07616556070981,DNE,E
07616556109730,DNE,E
07616556112718,DNE,E
07616556117410,DNE,E
07616556119754,DNE,E
07616630000000,DNE,DNE
07616630130930,DNE,E
07616630139667,DNE,E
07616636003669,DNE,E
07616636101943,DNE,E
07616636114714,DNE,DNE
07616636119838,DNE,E
07616710000000,DNE,DNE
07616716003677,DNE,DNE
07616970000000,DNE,DNE
07616970737023,DNE,E
07616970737619,DNE,E
07616976003685,DNE,E
07616976003693,DNE,DNE
07616976003701,DNE,E
07617050000000,DNE,DNE
07617050117275,DNE,DNE
07617050133769,DNE,DNE
07617056003719,DNE,DNE
07617056115109,DNE,DNE
07617056118160,DNE,DNE
07617130000000,DNE,DNE
07617130142364,DNE,DNE
07617136003727,DNE,E
07617136003735,DNE,DNE
07617136003743,DNE,E
07617136003750,DNE,E
07617136003768,DNE,E
07617136003776,DNE,DNE
07617136003784,DNE,DNE
07617136003792,DNE,E
07617136003800,DNE,DNE
07617136003818,DNE,DNE
07617210000000,DNE,DNE
07617210107797,DNE,E
07617210730150,DNE,DNE
07617210730457,DNE,E
07617210730572,DNE,E
07617210733980,DNE,E
07617210733998,DNE,E
07617390000000,DNE,DNE
07617390116780,DNE,DNE
07617390730069,DNE,DNE
07617390730432,DNE,DNE
07617390730440,DNE,E
07617390730473,DNE,E
07617390730549,DNE,E
07617390734152,DNE,DNE
07617396003826,DNE,E
07617396003834,DNE,E
07617396003842,DNE,E
07617396003859,DNE,DNE
07617396003867,DNE,DNE
07617396003875,DNE,E
07617396003883,DNE,DNE
07617396003891,DNE,DNE
07617396057186,DNE,E
07617399011784,DNE,DNE
07617470000000,DNE,DNE
07617476003909,DNE,E
07617476003917,DNE,E
07617476003925,DNE,E
07617476003933,DNE,E
07617476914808,DNE,DNE
07617540000000,DNE,DNE
07617540106088,DNE,E
07617540134072,DNE,E
07617540135822,DNE,E
07617540138115,DNE,E
07617540140103,DNE,DNE
07617540140442,DNE,E
07617540730044,DNE,E
07617540730077,DNE,DNE
07617540730085,DNE,DNE
07617540730119,DNE,DNE
07617540730168,DNE,DNE
07617540730176,DNE,DNE
07617540730317,DNE,E
07617540730333,DNE,DNE
07617540730341,DNE,DNE
07617540730358,DNE,E
07617540730408,DNE,DNE
07617540730416,DNE,DNE
07617540730424,DNE,DNE
07617540730655,DNE,E
07617540731646,DNE,E
07617540731836,DNE,E
07617540734509,DNE,DNE
07617540734566,DNE,E
07617540734764,DNE,E
07617540734822,DNE,DNE
07617540735662,DNE,DNE
07617540735670,DNE,DNE
07617540737809,DNE,E
07617546003941,DNE,DNE
07617546003958,DNE,E
07617546003966,DNE,E
07617546003974,DNE,E
07617546003982,DNE,E
07617546003990,DNE,DNE
07617546004006,DNE,DNE
07617546004014,DNE,DNE
07617546004022,DNE,DNE
07617546004030,DNE,E
07617546004048,DNE,E
07617546004055,DNE,E
07617546004063,DNE,E
07617546004071,DNE,DNE
07617546004089,DNE,DNE
07617546004097,DNE,E
07617546004105,DNE,E
07617546004113,DNE,DNE
07617546004121,DNE,DNE
07617546004139,DNE,DNE
07617546004147,DNE,DNE
07617546004154,DNE,E
07617546004162,DNE,E
07617546004170,DNE,E
07617546004188,DNE,E
07617546004196,DNE,E
07617546004204,DNE,DNE
07617546004212,DNE,DNE
07617546004220,DNE,E
07617546004238,DNE,E
07617546004246,DNE,E
07617546004253,DNE,E
07617546004261,DNE,E
07617546004279,DNE,DNE
07617546004287,DNE,DNE
07617546004295,DNE,E
07617546004303,DNE,E
07617546004311,DNE,E
07617546004329,DNE,E
07617546004337,DNE,E
07617546004345,DNE,E
07617546004352,DNE,E
07617546004360,DNE,E
07617546004378,DNE,E
07617546004386,DNE,DNE
07617546004394,DNE,E
07617546004402,DNE,E
07617546004410,DNE,E
07617546066575,DNE,DNE
07617546068688,DNE,DNE
07617546069041,DNE,DNE
07617546071401,DNE,DNE
07617546096226,DNE,E
07617546101299,DNE,DNE
07617546101307,DNE,DNE
07617546101315,DNE,DNE
07617546101323,DNE,DNE
07617546101505,DNE,DNE
07617546104350,DNE,DNE
07617546105357,DNE,E
07617546111504,DNE,E
07617546112395,DNE,E
07617546114904,DNE,E
07617546118087,DNE,E
07617549011370,DNE,DNE
07617620000000,DNE,DNE
07617620110684,DNE,E
07617620129064,DNE,E
07617620138859,DNE,E
07617620147777,DNE,DNE
07617620147785,DNE,DNE
07617626004428,DNE,E
07617626004436,DNE,DNE
07617626096234,DNE,E
07617626108765,DNE,E
07617626110803,DNE,E
07617626110811,DNE,E
07617626119226,DNE,E
07617700000000,DNE,DNE
07617706004444,DNE,E
07617706004451,DNE,E
07617706004469,DNE,DNE
07617706004477,DNE,E
07617706004485,DNE,DNE
07617706004493,DNE,DNE
07617706004501,DNE,E
07617706066583,DNE,E
07617880000000,DNE,DNE
07617880116863,DNE,E
07617880125435,DNE,E
07617880147793,DNE,DNE
07617880147801,DNE,DNE
07617880147819,DNE,DNE
07617880147827,DNE,DNE
07617880147835,DNE,DNE
07617880147843,DNE,DNE
07617880147850,DNE,DNE
07617880147868,DNE,DNE
07617880730028,DNE,DNE
07617880730093,DNE,DNE
07617880730184,DNE,E
07617880730192,DNE,DNE
07617880730507,DNE,DNE
07617880730564,DNE,DNE
07617880735332,DNE,DNE
07617880735340,DNE,DNE
07617880735407,DNE,E
07617880735472,DNE,DNE
07617886004519,DNE,DNE
07617886004527,DNE,E
07617886004535,DNE,E
07617886004543,DNE,E
07617886004550,DNE,DNE
07617886004568,DNE,E
07617886004576,DNE,E
07617886057194,DNE,DNE
07617886061162,DNE,E
07617886069132,DNE,DNE
07617886084966,DNE,E
07617886098578,DNE,E
07617886109383,DNE,E
07617886114003,DNE,DNE
07617886117212,DNE,DNE
07617960000000,DNE,DNE
07617960101477,DNE,E
07617960110973,E,E
07617960115352,DNE,DNE
07617960116319,DNE,DNE
07617960118539,DNE,DNE
07617960126805,DNE,E
07617960129643,DNE,E
07617960132100,DNE,E
07617960132118,DNE,E
07617960133637,E,E
07617960135434,DNE,E
07617960136903,DNE,E
07617960147876,DNE,DNE
07617960147884,DNE,DNE
07617960147892,DNE,DNE
07617960147900,DNE,DNE
07617960147918,DNE,DNE
07617960147926,DNE,DNE
07617960147934,DNE,DNE
07617960147942,DNE,DNE
07617960147959,DNE,DNE
07617960147967,DNE,DNE
07617960147975,DNE,DNE
07617960147983,DNE,DNE
07617960147991,DNE,DNE
07617960148007,DNE,DNE
07617960148015,DNE,DNE
07617960148023,DNE,DNE
07617960730267,DNE,DNE
07617960730275,DNE,DNE
07617960730291,DNE,E
07617960730309,DNE,DNE
07617960730325,DNE,E
07617960730366,DNE,DNE
07617960730374,DNE,DNE
07617960730382,DNE,DNE
07617960730390,DNE,DNE
07617960730499,DNE,DNE
07617960730523,DNE,DNE
07617960730580,DNE,DNE
07617960730598,DNE,E
07617960732164,DNE,E
07617960732941,DNE,E
07617960733204,DNE,DNE
07617960733253,DNE,E
07617960733469,DNE,DNE
07617960733659,DNE,E
07617960735316,DNE,E
07617960735902,DNE,E
07617960735928,DNE,DNE
07617966004584,DNE,DNE
07617966004592,DNE,DNE
07617966004600,DNE,E
07617966004618,DNE,DNE
07617966004626,DNE,DNE
07617966004634,DNE,DNE
07617966004642,DNE,DNE
07617966004659,DNE,E
07617966004667,DNE,E
07617966004675,DNE,DNE
07617966004683,DNE,DNE
07617966004691,DNE,E
07617966004709,DNE,DNE
07617966004717,DNE,DNE
07617966004725,DNE,DNE
07617966004733,DNE,E
07617966004741,DNE,E
07617966004758,DNE,E
07617966004766,DNE,E
07617966004774,DNE,E
07617966004782,DNE,E
07617966004790,DNE,DNE
07617966004808,DNE,E
07617966004816,DNE,DNE
07617966004824,DNE,E
07617966004832,DNE,E
07617966004840,DNE,E
07617966004857,DNE,E
07617966004865,DNE,E
07617966004873,DNE,E
07617966004881,DNE,E
07617966004899,DNE,E
07617966004907,DNE,E
07617966004915,DNE,E
07617966004923,DNE,DNE
07617966004931,DNE,E
07617966004949,DNE,DNE
07617966004956,DNE,E
07617966004964,DNE,E
07617966004972,DNE,E
07617966004980,DNE,E
07617966004998,DNE,E
07617966005003,DNE,E
07617966005011,DNE,E
07617966005029,DNE,DNE
07617966005037,DNE,E
07617966005045,DNE,E
07617966005052,DNE,DNE
07617966005276,DNE,DNE
07617966005342,DNE,DNE
07617966057202,DNE,DNE
07617966057210,DNE,E
07617966057228,DNE,E
07617966057236,DNE,E
07617966057244,DNE,E
07617966057251,DNE,DNE
07617966061170,DNE,E
07617966068696,DNE,DNE
07617966070999,DNE,DNE
07617966097141,DNE,E
07617966099717,DNE,E
07617966112015,DNE,E
07617966114086,DNE,E
07617966114094,DNE,E
07617966119234,DNE,DNE
07617966119515,DNE,E
07617966119518,DNE,DNE
07617966120885,DNE,E
07618040000000,DNE,DNE
07618040102566,DNE,E
07618040108324,DNE,E
07618040109173,DNE,E
07618040113118,DNE,E
07618040113589,DNE,E
07618040114728,DNE,DNE
07618040116541,DNE,E
07618040119032,DNE,E
07618040132902,DNE,E
07618040730051,DNE,E
07618040730218,DNE,E
07618040730226,DNE,DNE
07618040730234,DNE,DNE
07618040730515,DNE,DNE
07618040734368,DNE,E
07618040736504,DNE,E
07618040736819,DNE,E
07618046005060,DNE,E
07618046005078,DNE,E
07618046005086,DNE,E
07618046005094,DNE,E
07618046005102,DNE,E
07618046005110,DNE,E
07618046005128,DNE,E
07618046005136,DNE,E
07618046005144,DNE,E
07618046005151,DNE,E
07618046066591,DNE,E
07618046071005,DNE,DNE
07618046071039,DNE,E
07618046089130,DNE,E
07618046096036,DNE,E
07618046097158,DNE,E
07618046097166,DNE,E
07618046100952,DNE,E
07618046102669,DNE,DNE
07618046108161,DNE,E
07618046110449,DNE,E
07618046113336,DNE,E
07618046114326,DNE,E
07618046117451,DNE,E
07618046117485,DNE,E
07618120000000,DNE,DNE
07618120131714,DNE,E
07618126005169,DNE,E
07618126005177,DNE,E
07618126005185,DNE,E
07618126005193,DNE,E
07618126005201,DNE,DNE
07618126005219,DNE,DNE
07618126005227,DNE,DNE
07618126005235,DNE,E
07618126005243,DNE,E
07743440000000,DNE,DNE
07743440790022,DNE,DNE
07768100000000,DNE,DNE
07768100125815,DNE,DNE
07770240000000,DNE,DNE
07773540000000,DNE,DNE
07773540132233,DNE,E
08100820000000,DNE,DNE
08100820106625,DNE,DNE
08100820106666,DNE,DNE
08100820109777,DNE,DNE
08100820114116,DNE,DNE
08100820830018,DNE,DNE
08100820830026,DNE,DNE
08100820830042,DNE,E
08100820830059,DNE,E
08100820830067,DNE,DNE
08100820840017,DNE,DNE
08100826077176,DNE,DNE
08100826120208,DNE,DNE
08618200000000,DNE,DNE
08618200137729,DNE,E
08618200148031,DNE,DNE
08618200148049,DNE,DNE
08618200148056,DNE,DNE
08618200148064,DNE,DNE
08618200830034,DNE,DNE
08618200833004,DNE,E
08618200836205,DNE,E
08618206005375,DNE,E
08618206005383,DNE,E
08618206005391,DNE,E
08618206005409,DNE,DNE
08618206005417,DNE,E
08618206005425,DNE,E
08618206005433,DNE,E
08618206005441,DNE,E
08618206005458,DNE,E
08618206113013,DNE,E
08743510000000,DNE,DNE
08743510890012,DNE,DNE
09100900000000,DNE,DNE
09100900106047,E,E
09100900110841,DNE,DNE
09100900111716,DNE,DNE
09100900118117,DNE,DNE
09100900123521,E,E
09100900123927,DNE,DNE
09100900136036,E,E
09100900142786,DNE,DNE
09100900142794,DNE,DNE
09100900142802,DNE,DNE
09100900142810,DNE,DNE
09100900142828,DNE,DNE
09100900142836,DNE,DNE
09100900142844,DNE,DNE
09100900142851,DNE,DNE
09100900142869,DNE,DNE
09100900142877,DNE,DNE
09100900142885,DNE,DNE
09100900142893,DNE,DNE
09100900142901,DNE,DNE
09100900142919,DNE,DNE
09100900142927,DNE,DNE
09100900142935,DNE,DNE
09100900142943,DNE,DNE
09100900930016,DNE,DNE
09100900930123,E,E
09100900930131,E,E
09100900930172,DNE,DNE
09100900930180,DNE,DNE
09100906066609,DNE,DNE
09100906069470,E,E
09100906096572,DNE,DNE
09100906103550,DNE,DNE
09100906103568,DNE,DNE
09100906104434,DNE,DNE
09618380000000,DNE,DNE
09618380100024,DNE,E
09618380107227,DNE,E
09618380111724,DNE,E
09618380129965,DNE,E
09618380136200,E,E
09618380137919,DNE,E
09618380139006,E,E
09618386005466,DNE,E
09618386005474,DNE,E
09618386096614,DNE,E
09618386107361,DNE,E
09618386110456,DNE,E
09618386112361,DNE,E
09618460000000,DNE,DNE
09618460123125,DNE,E
09618466005482,DNE,E
09618530000000,DNE,DNE
09618530101808,DNE,DNE
09618530930032,DNE,DNE
09618530930057,DNE,DNE
09618530930081,DNE,E
09618530930149,DNE,DNE
09618530930164,DNE,E
09618530930206,DNE,DNE
09618530930214,DNE,E
09618530930222,DNE,DNE
09618530932707,DNE,DNE
09618530932756,DNE,E
09618530934554,DNE,E
09618530936302,DNE,E
09618536104558,DNE,DNE
09618610000000,DNE,DNE
09618790000000,DNE,DNE
09618790102251,DNE,DNE
09618796005508,DNE,E
09618796109698,DNE,E
09618870000000,DNE,DNE
09618876005516,DNE,DNE
09618876110167,DNE,DNE
09618950000000,DNE,DNE
09618956005524,E,E
09619030000000,DNE,DNE
09619030110155,DNE,E
09619030140459,DNE,E
09619030930024,DNE,DNE
09619030930040,DNE,E
09619030930107,DNE,DNE
09619030937805,DNE,E
09619030937813,DNE,DNE
09619036005532,DNE,DNE
09619036005540,DNE,E
09619036005557,DNE,DNE
09619036005565,DNE,E
09619036005573,DNE,E
09619036094700,DNE,DNE
09619036095301,DNE,E
09619036105399,DNE,DNE
09619110000000,DNE,DNE
09619116005581,DNE,E
09619116103857,DNE,E
09619290000000,DNE,DNE
09619290111781,DNE,DNE
09619296005599,E,E
09619296005607,DNE,DNE
09619296005615,E,E
09619296106678,E,E
09619370000000,DNE,DNE
09619450000000,DNE,DNE
09619450148072,DNE,DNE
09619450930198,DNE,DNE
09619456005631,DNE,E
09619456112569,DNE,E
09619456114664,DNE,E
09619520000000,DNE,DNE
09619526005649,DNE,DNE
09619526005656,DNE,DNE
09619526005664,DNE,DNE
09619526005672,DNE,DNE
09619526120638,DNE,DNE
09619600000000,DNE,DNE
09619600101998,DNE,DNE
09619606005680,DNE,E
09619606005698,DNE,DNE
09619606107437,DNE,E
09619606112908,DNE,DNE
09619780000000,DNE,DNE
09619780101519,DNE,E
09619780108258,DNE,E
09619786005706,DNE,E
09619786005714,DNE,E
09619786098693,DNE,E
09619786103527,DNE,E
09619786109441,DNE,E
09619860000000,DNE,DNE
09619866005722,E,E
09737756105399,DNE,DNE
09737830000000,DNE,DNE
09737830121566,DNE,E
09737830930065,DNE,DNE
09737830930073,DNE,E
09737830930099,DNE,E
09737830930115,DNE,DNE
09737830930156,DNE,DNE
09737836005490,DNE,E
09737836005623,DNE,E
09737836097422,DNE,DNE
09737836100945,DNE,DNE
09737836107486,DNE,DNE
09737836109854,DNE,DNE
09737836110498,DNE,E
09743770000000,DNE,DNE
09743770990010,DNE,DNE
09764890000000,DNE,DNE
09765960000000,DNE,DNE
09765960119529,DNE,DNE
09765960119537,DNE,DNE
10101080000000,DNE,DNE
10101080109991,E,E
10101080110387,DNE,DNE
10101080111682,DNE,E
10101080119628,DNE,E
10101080119867,DNE,DNE
10101080125260,DNE,DNE
10101080127514,DNE,DNE
10101080136291,DNE,E
10101080140186,DNE,E
10101080142950,DNE,DNE
10101081030030,DNE,DNE
10101081030048,DNE,DNE
10101081030055,DNE,DNE
10101081030063,DNE,DNE
10101081030097,DNE,DNE
10101081030337,DNE,E
10101081030899,DNE,E
10101081030923,DNE,DNE
10101086060438,DNE,DNE
10101086069488,DNE,E
10101086085112,E,E
10101086092696,DNE,DNE
10101086093413,DNE,DNE
10101086093421,DNE,DNE
10101086093439,DNE,DNE
10101086096796,DNE,DNE
10101086096804,DNE,DNE
10101086096812,DNE,DNE
10101086096960,DNE,DNE
10101086097935,DNE,DNE
10101086100770,DNE,DNE
10101086101182,DNE,DNE
10619940000000,DNE,DNE
10619946005730,DNE,E
10620000000000,DNE,DNE
10620000107896,DNE,DNE
10620180000000,DNE,DNE
10620186005755,DNE,DNE
10620260000000,DNE,DNE
10620266005763,DNE,DNE
10620266005771,DNE,DNE
10620340000000,DNE,DNE
10620346005789,DNE,DNE
10620420000000,DNE,DNE
10620426005797,DNE,DNE
10620590000000,DNE,DNE
10620596005805,DNE,DNE
10620670000000,DNE,DNE
10620676005813,DNE,DNE
10620750000000,DNE,DNE
10620751030394,DNE,DNE
10620751030535,DNE,DNE
10620751030543,DNE,DNE
10620830000000,DNE,DNE
10620831030790,DNE,DNE
10620831035112,DNE,DNE
10620910000000,DNE,DNE
10620916005821,DNE,DNE
10621090000000,DNE,DNE
10621096005839,DNE,E
10621170000000,DNE,DNE
10621170101949,DNE,DNE
10621170106419,DNE,DNE
10621170108142,DNE,DNE
10621170110270,DNE,DNE
10621170111153,DNE,DNE
10621170113548,DNE,DNE
10621170113555,DNE,DNE
10621170113563,DNE,DNE
10621170118018,DNE,DNE
10621170123869,DNE,DNE
10621170133314,DNE,DNE
10621170139766,DNE,DNE
10621170142281,DNE,DNE
10621170142521,DNE,DNE
10621170148080,DNE,DNE
10621170148098,DNE,DNE
10621170148106,DNE,DNE
10621170148114,DNE,DNE
10621170148122,DNE,DNE
10621170148130,DNE,DNE
10621170148148,DNE,DNE
10621170148155,DNE,DNE
10621170148163,DNE,DNE
10621170148171,DNE,DNE
10621170148189,DNE,DNE
10621170148197,DNE,DNE
10621170148205,DNE,DNE
10621170148213,DNE,DNE
10621170148221,DNE,DNE
10621170148239,DNE,DNE
10621170148247,DNE,DNE
10621170148254,DNE,DNE
10621170148262,DNE,DNE
10621170148270,DNE,DNE
10621170148288,DNE,DNE
10621170148296,DNE,DNE
10621170148304,DNE,DNE
10621170148312,DNE,DNE
10621170148320,DNE,DNE
10621170148338,DNE,DNE
10621170148346,DNE,DNE
10621170152660,DNE,DNE
10621170162545,DNE,DNE
10621170162552,DNE,DNE
10621170164947,DNE,DNE
10621171030071,DNE,DNE
10621171030196,DNE,DNE
10621171030469,DNE,DNE
10621171030485,DNE,DNE
10621171030501,DNE,DNE
10621171030634,DNE,DNE
10621171030683,DNE,DNE
10621171030782,DNE,DNE
10621171031004,DNE,DNE
10621171031053,DNE,DNE
10621176005847,DNE,DNE
10621176005854,DNE,DNE
10621176005862,DNE,DNE
10621176005870,DNE,DNE
10621176005888,DNE,DNE
10621176005896,DNE,DNE
10621176005904,DNE,DNE
10621176005912,DNE,DNE
10621176005920,DNE,DNE
10621176005938,DNE,DNE
10621176006639,DNE,DNE
10621176066617,DNE,DNE
10621176097026,DNE,DNE
10621176098370,DNE,DNE
